solution,parameters
0.01,base_order_size
0.011261843259489882,DCA_order_size
1.5386306457225363,dca_multiplier
-0.008542970247171976,price_deviation_target
1.0601481388071659,price_deviation_multiplier
0.050282978257143215,take_profit_target
