price,TP_bool,DCA_bool,dca_orders_max,coin_bag,buy_prices,outflow,average_buy_price,realized_profit,price_deviation,dca_counter,price_deviation_target,step,idx
0,FALSE,FALSE,0,0,0,0,0,0,0,0,-0.010008085271526699,0,1
1.1492568660833256,FALSE,FALSE,1,0,0,0,0,0,0,0,-0.010008085271526699,1,1
1.023377153446814,FALSE,FALSE,9,87.0475791822218,1.1492568660833256,100.04002805110035,1.1492568660833256,0,0,0,-0.010008085271526699,2,1
1.1715851461691533,FALSE,TRUE,9,98.92190452796328,1.023377153446814,101.23441706936455,1.0822982411142847,0,-0.1230042240170586,1,-0.01049752710397137,3,1
1,TRUE,FALSE,9,85.38861078788086,1.1715851461691533,100.04002805110035,1.1715851461691533,16.604639635134248,0.12650210973308224,0,-0.01049752710397137,4,1
1.2382767176784446,FALSE,TRUE,9,101.23441706936455,1,101.23441706936455,1.078508088907586,16.604639635134248,-0.17158514616915332,1,-0.011010904914262706,5,1
1.4579466824643479,TRUE,FALSE,9,80.78971898838424,1.2382767176784446,100.04002805110035,1.2382767176784446,29.816505257817852,0.19242606622304292,0,-0.011010904914262706,6,1
1.3920653622011852,TRUE,FALSE,9,68.61706896030246,1.4579466824643479,100.04002805110035,1.4579466824643479,17.747074725241376,0.15067078064514544,0,-0.011010904914262706,7,1
1.5042898629559545,FALSE,TRUE,9,72.72245960440317,1.3920653622011852,101.23441706936455,1.4240492179675053,17.747074725241376,-0.04732631243621259,1,-0.0115493892828405,8,1
1.2969645025037242,TRUE,FALSE,9,66.50315907502032,1.5042898629559545,100.04002805110035,1.5042898629559545,11.341174934395326,0.07460297614067964,0,-0.0115493892828405,9,1
1.6609799494906143,FALSE,TRUE,9,78.0548865246016,1.2969645025037242,101.23441706936455,1.3923434305270612,11.341174934395326,-0.15985430599835168,1,-0.012114208036962485,10,1
1.4939694934980698,TRUE,FALSE,9,60.229521784281864,1.6609799494906143,100.04002805110035,1.6609799494906143,38.83357015805703,0.2191570386496993,0,-0.012114208036962485,11,1
1.7211269620906,FALSE,TRUE,9,67.76203765200601,1.4939694934980698,101.23441706936455,1.5725603001239787,38.83357015805703,-0.11178973648350489,1,-0.012706649050339502,12,1
1.32540805493788,TRUE,FALSE,9,58.12472307655026,1.7211269620906,100.04002805110035,1.7211269620906,19.015278745351708,0.13198181981683035,0,-0.012706649050339502,13,1
1.621710301596698,FALSE,TRUE,9,76.37981125300259,1.32540805493788,101.23441706936455,1.496413828156287,19.015278745351708,-0.29856383147699134,1,-0.013328063179685823,14,1
1.5591238322746646,TRUE,FALSE,9,61.687977163740825,1.621710301596698,100.04002805110035,1.621710301596698,16.85294381323766,0.18270972711160918,0,-0.013328063179685823,15,1
1.6781795691704147,FALSE,TRUE,9,64.93032495159146,1.5591238322746646,101.23441706936455,1.5896157329382834,16.85294381323766,-0.040142077252916936,1,-0.013979867344880418,16,1
1.8651738598928296,TRUE,FALSE,9,59.6122309488929,1.6781795691704147,100.04002805110035,1.6781795691704147,11.213802572532813,0.07094338358236818,0,-0.013979867344880418,17,1
1.9282923628723565,TRUE,FALSE,9,53.63576565288585,1.8651738598928296,100.04002805110035,1.8651738598928296,11.14714684466901,0.10025568915766349,0,-0.013979867344880418,18,1
1.949497092092246,FALSE,FALSE,9,53.63576565288585,1.8651738598928296,100.04002805110035,1.8651738598928296,11.14714684466901,0.032732849123307484,0,-0.013979867344880418,19,1
1.8979372128258625,FALSE,FALSE,9,53.63576565288585,1.8651738598928296,100.04002805110035,1.8651738598928296,11.14714684466901,0.04325383840861175,0,-0.013979867344880418,20,1
1.7471537343052344,FALSE,FALSE,9,53.63576565288585,1.8651738598928296,100.04002805110035,1.8651738598928296,11.14714684466901,0.017262611593062728,0,-0.013979867344880418,21,1
2,FALSE,TRUE,9,57.942478146962266,1.7471537343052344,101.23441706936455,1.8038861185296673,11.14714684466901,-0.06754993751853589,1,-0.014663547759762406,22,1
1.6706711576942865,TRUE,FALSE,9,50.020014025550175,2,100.04002805110035,2,21.882042479231302,0.12642313284738282,0,-0.014663547759762406,23,1
1.7362443545006436,FALSE,TRUE,9,60.59505882000106,1.6706711576942865,101.23441706936455,1.8195932972127484,21.882042479231302,-0.19712367738497633,1,-0.015380663320927409,24,1
1.7674247744838842,FALSE,FALSE,9,60.59505882000106,1.6706711576942865,101.23441706936455,1.8195932972127484,21.882042479231302,0.037767262791311665,1,-0.015380663320927409,25,1
1.6363970769855825,FALSE,FALSE,9,60.59505882000106,1.6706711576942865,101.23441706936455,1.8195932972127484,21.882042479231302,0.054742707121920524,1,-0.015380663320927409,26,1
1.6890271121009928,FALSE,TRUE,9,96.77767487557429,1.6363970769855825,158.36670428385082,1.7341066809525754,21.882042479231302,-0.020944843516734084,2,-0.016921820383249516,27,1
1.5562755629817508,FALSE,FALSE,9,96.77767487557429,1.6363970769855825,158.36670428385082,1.7341066809525754,21.882042479231302,0.031159970576164073,2,-0.016921820383249516,28,1
1.3208197998767697,FALSE,TRUE,9,159.1890068141854,1.5562755629817508,247.74196120025215,1.6568830911252068,21.882042479231302,-0.05148285811949816,3,-0.019527880276607665,29,1
1.0323804988683551,FALSE,TRUE,9,293.42133794489854,1.3208197998767697,387.5567128639549,1.5074775176123232,21.882042479231302,-0.1782648648414786,4,-0.023637368964546667,30,1
1.0323804988683551,FALSE,TRUE,9,587.2610046784555,1.0323804988683551,606.2768089758754,1.2837831507313135,21.882042479231302,-0.279392434596147,5,-0.030010910554528453,30,1
0,FALSE,FALSE,0,0,0,0,0,0,0,0,-0.010008085271526699,0,2
